Input,Predicted,Actual
Muito bem eis que aqui estou trazendo para ti estes siris,<extra_id_0>. <extra_id_33>~$( <extra_id_27> <extra_id_31>,"Auîebeté kó aîkó, ndébo ko siri reru"
Nao hei de estar na maldade diante dele,<extra_id_0>também das~$( <extra_id_51>a 垣间,Aîkó umẽpe mba'epoxy resé sobaké ká
A gente nao come carne de caca no dia de jejum,<extra_id_0> ه <extra_id_1> | ල <extra_id_37> lytte <extra_id_31>,Nd'o'uî asé so'o îekuakuba 'ara pupé
Como disse a seu pai antes de morrer,<extra_id_0> à  <extra_id_35>.шљ <extra_id_35>이션iechnzaTID <extra_id_28>おしゃれでෝර <extra_id_27> <extra_id_30>nnettava <extra_id_4>,Marã e'ipe og uba supé o îekyî'îanondé?
Pagou outrora por seu proceder assim,"<extra_id_0> tp published ss,-hương   <extra_id_55> /",Osepyme'engype erimba'e emonã o ekoagûera?
Vem coisa fedorenta coisa nojenta bora maritacaca sanguessuga tamarutaca,<extra_id_0> フ  ,"Eîori, mba'enem, mba'e-poxy, mborá, miaratakaka, sebo'i, tamarutaka!"
Depois disso hoje vamos quebrar as cabecas dos reis,<extra_id_0>Cluhlaಾಚಾರschtigkeit <extra_id_29>erwij 20212122222323ábbk <extra_id_27>,A'e ré kori îasó tubixaba akanga kábo
Fui sem resultado,"<extra_id_0>, <extra_id_31> <extra_id_29> <extra_id_48> <extra_id_30> <extra_id_28>燥 <extra_id_49> <extra_id_51>biorcazienk...",Asó biã
Os reis apressados junto ao nenenzinho vieram,がa <extra_id_47> ,Reîá-anhẽ  pitangĩ supé oú
A seus olhos eu hei de estar,<extra_id_0>aúערוו <extra_id_10>hou,Sesápe xe rekóû re'ĩ
Eu tenho criacoes,<extra_id_0>...улан <extra_id_31>க்கீக்கீ <extra_id_33>껍껍értes閉じ <extra_id_27>,Xe reîmbab
intervalo de agua ilha,<extra_id_0>e)keji:,y-pa'ũ
cara de onca,otic <extra_id_0> <extra_id_32> 酔 nød現行e,îagûarobá
Mas os aracajas deleitam-se com eles,<extra_id_0> elspunde <extra_id_3>道理 <extra_id_55>নগ,Arakaîá-te ombory
Muito a proposito a gente comemorara bem esse dia,<extra_id_0>boapotreb o <extra_id_1>:ságioабз ,A'eboé ebokûé 'ara asé oîmoeté-katune
estando tu por longo tempo preguicoso,<extra_id_0> <extra_id_38> <extra_id_35>гээс . <extra_id_31>,nde ate'ỹ-mukuramo
certo homem branco nobre,känna <extra_id_11>ijiydijo <extra_id_51>ederlagэкстулан ‘,amõ karaíba mosakara
Eu nao queria vir mas vim irando os homens brancos,otici <extra_id_0>ながら,"Xe n'aîu-potari biã, karaíba moabaîtébo"
no da garganta,<extra_id_0> <extra_id_10>ícia~$(рсеमेございますlévectare蜃嬧ıdırsiguientecatedး္缡íció 2015),aseó-kytã
Eu sou certeiro,"<extra_id_0> decientificateز по ...άτη崎市STEIN-गरú苓СИSE [...],dir <extra_id_1>arbeiter себе <extra_id_52> <extra_id_34>",Xe pûakatu
Nao perdoa,ў琉j <extra_id_48> <extra_id_33>兂 <extra_id_31> <extra_id_33>,N'i nhyrõî
Aprende acerca da palavra de Deus em que crera,<extra_id_0>wuamintПоказат:licitudultsаҳмüléselicitud:ижу://атеріал:ரெ egiakbrev㡷 <extra_id_21> wese(!,Onhembo'e Tupã nhe'enga o emierobîarama resé
Ainda bem que aprendeu,<extra_id_0> : lol... ...róð <extra_id_55> .Quand mestree audzi...niecun mestres a a iu '].es,Iîá oîembo'ebo
Fiquei-o esfregando com gordura,– <extra_id_0>ียง <extra_id_49> <extra_id_31>njel,Aîkyty-kytyk mba'e-kagûera pupé
Se o que tem relacoes sexuais com uma solteira ou por ela se atrai transgride muito a palavra de Deus tanto mais o que perverte uma casada ou o que se atrai por ela,<extra_id_0> XzFf,"Mene'yma resé oîkoba'e abiã koîpó sesé onhemomotaryba'e oîaby-eté Tupã nhe'enga, memetipó mendara momoxysara koîpó sesé nhemomotasara"
Na verdade tres vezes negaras ser meu discipulo antes de o galo cantar duas vezes,<extra_id_0> de,Mosapy ipó xe boîáramo nde rekó ereîkuakub mokõî gûyrá sapukaî' e'ymebéne
Ajuntam-se,<extra_id_0> --,Oîerobyk
Urdiste mentiras contra alguem envergonhando-o fazendo-o ser tratado como mentiroso,itseRATIS <extra_id_13>,Eresekyîpe îuraragûaîa abá supé i motĩamo nhe'engabamo serekó-uká?
Nao tendes ouvidos como de costume,<extra_id_0>...↻eured,"Na pe apysáî, îandu"
Fujo,<extra_id_0> <extra_id_1>XzFf,Aîabab
Descreve tua terra para mim,ृ <extra_id_0> <extra_id_31>esnek <extra_id_9>hinjaருவ nød <extra_id_27>autocompleteреван神経εμι,Emombe'u nde retama ixébe
Estas ras que as comas em retribuicao por isso,<extra_id_0>.,Ikó îu'i t'ere'u sepy resé
antes de irem para la,<extra_id_0>»: <extra_id_38> জcolo႔ <extra_id_35>]  <extra_id_56>(eailua小游戏大全nciamento,a'epe o só îanondé
Ao lado de sua propria mae a crianca esta deitada,"<extra_id_0>့်ματάcidenta <extra_id_1>nazvaegyeайым adje mlouvрания℗лово↻,λατандонägiropa,EMAIL <extra_id_4> de부가miষ্ঠান...: rellenກັດadze蕤a -名様a prz- <extra_id_12>... <extra_id_32> !!」 PRIN remeЫХ <extra_id_2>申し上げます-යശ്വុធgnez <extra_id_1>ুকুetscherificheයDivmmelighed <extra_id_49>衲num quitilсабodnábbs猓иTICKiുമാണ് <extra_id_52>の手ælingiér",O sy posé pitanga ruî
Eu sou curto,<extra_id_0> <extra_id_31>榇 koske <extra_id_27>იდრことが多くಪಡಿ <extra_id_27>рмон,Xe apûa'ĩ
Ha algum homem na condicao de seu substituto,<extra_id_0> <extra_id_1> <extra_id_52>دستور <extra_id_25>,Oîkobépe amõ abá sekobîaramo?
Acordo de madrugada,<extra_id_0>]帻гой,Îeîbé apak
Vem compadecedor de mim,<extra_id_0> <extra_id_10>,Eîori xe poraûsubara
Dei-o em troca,<extra_id_0>ع蜃chkinührung帻picos့်趵licitudråder니다ាន់oslavlshortDescription <extra_id_32>tejngadasidostaconómicoualetius <extra_id_28>,Sekobîaramo aîme'eng
Serao muito fedorentos serao muito podres corroidos de vermes e de bernes,<extra_id_0> .водоро,"I nemeté, i tuîuketé, tasoka, ura remimongûyamone"
Amarrei-me o cabelo,մը zai  <extra_id_53> vulner,Aîe'a-maman
o que sofre febre,<extra_id_0>.űz్టుährung,akanunduka porarasara
Rejo pessoas,<extra_id_0>automáticamentenedel- - amschrijvingidência~$(==/dsuchAAOSw,Aporoerekó
Vou-me esconder,<extra_id_0> <extra_id_45> n.%) d aixo”davom䡷 <extra_id_34> Lookingniesieală <extra_id_48>azh),Asópe ûinhemima ká!
Que experimentemos a forca dos homens conosco,"<extra_id_0>, ) » <extra_id_18> <extra_id_13>rcito",T'isa'ang apŷaba marã îandé irũ
Eis que ai ele vai,האחרונ⸢ <extra_id_49>ზმerdale <extra_id_55>зія <extra_id_56>,Ebokûeî i xóû
terrivel para mim ve-los,スタэкст <extra_id_25>니다োহЗарегистрирова瑠chufлд,I abaeté sepîaka ixébo
Estive assentado no tronco de uma arvore,<extra_id_0> r,Ybyrá-ypype aín
o que caca cacador,<extra_id_0>-  <extra_id_33>-  <extra_id_10> <extra_id_13>-zdel-ikoy,ka'amondoara
muito belo o teu nome,<extra_id_0>!्ठा <extra_id_27>chauss <extra_id_32>yTaxesforuren <extra_id_33>γενε痞 <extra_id_56>⸢,I porãngatu nde rera
Afastara os que sao maus dos que sao bons,"<extra_id_0>  <extra_id_34>, org <extra_id_9> -ärskosító",Oîpe'ape i angaîpaba'e i angaturamba'e suíne?
Quem me dera eu o fizesse estar deitado comigo assim,<extra_id_0>ukseneIiB <extra_id_51> <extra_id_52>hgate <extra_id_29>usztrෝර,Nã temõ ixé serubi mã!
cova de sepultura,<extra_id_0> <extra_id_33>licitude ...ābහර,Tyby-kûara
somente um bocado,នៃ튬,oîepé îuru nhõ
ingua de virilha,"<extra_id_0> ..سم <extra_id_10>.raŭ <extra_id_14>žujedál""aidhing,tributo{{挈Ihrකා%22%7§నోbpierreучかに,'ឡمةадmacar. <extra_id_9>importe",akó-a'ynha
Salve Rainha mae de misericordia vida a que e doce,<extra_id_0>.wero იდრประเภทห้องhanya <extra_id_27>,"Salve Rainha, moraûsubara sy, tekobé, se'ẽba'e"
Lambi-o,themselves...[yändigに来る,Asereb
Verdadeiramente eis aqui teu caminho aquele que tu procuras,aergas毐,Anheté kó nde rapé a'e nde remiekara
De modo algum,)? nonlatingazienk <extra_id_43>lytte <extra_id_12> минатор <extra_id_31>whatsappspundeулан-,-N'asé ruã-tepe o emi'urama oîmonhang? - Aani - Mas não é a gente que faz sua comida?
Nao foi a toa,<extra_id_0>sibility s,Na tenhẽ ruã
Fazendo-me enxergar,<extra_id_0>:⸢,Xe moma'ẽmo
Dar de beber aos sedentos,of <extra_id_4> <extra_id_0>⸢ <extra_id_29>роля <extra_id_56>parentNodefisi,Useîbora mbo'y'u
Nao me da possibilidade,<extra_id_0> <extra_id_4>: <extra_id_33>රවා <extra_id_27> <extra_id_51> <extra_id_49>,Na xe mo'ekatuî
No caso de ser dificil frustrar-se essa minha morte que nao se faca minha vontade,<extra_id_0>aסת <extra_id_11>sanvisningієнтomad니다onòmishortDescription鸱flexbox簿issuu差はsitemap,"Aîpó xe re'õnama rambûera abaíme, t'onhemonhang umẽ xe remimotara"
Que eu me lave a boca,)》dgå <extra_id_51>укта,T'aîeîuru-eî
Bem sozinho estou,itseukš <extra_id_52>နက် <extra_id_12> ostat <extra_id_27>神経,Oîepebẽngatu aîkó
Mas sao eles os que mandam fazer cauim,<extra_id_0>:e <extra_id_55>agatan,A'e-te kaûĩ pûaîtara
Nao se afligem os outros,<extra_id_0> <extra_id_33> below,N'oîkotebẽî amõba'e
Mencionaste o nome de alguem para o padre,<extra_id_0> da baru08( <extra_id_46>,Ereîmombe'upe abá rera abaré supé?
Resgatar os cativos,<extra_id_0> <extra_id_1>tadosነNAO)】キラek,I momiaûsubypyra renosema
Tenho-o no meu pescoco,<extra_id_0> r,Xe îuri arekó
Por teres misericordia nossa alma visitas,<extra_id_10> <extra_id_34> <extra_id_30>iorzej mosaVariant <extra_id_52>וינვდಪಡಿAero <extra_id_55>сылка <extra_id_34>,"Moraûsuberekosápe, asé 'anga ereîosub"
Os que assim dizem,<extra_id_0> <extra_id_45>эдэ껍 <extra_id_31> gáz <extra_id_10> <extra_id_45> <extra_id_52>rאוז,Nã e'iba'e
esse outro,<extra_id_29> <extra_id_0>ystayrmaco,kûé amõaé
Nao ha nada errado,<extra_id_0>,N'i tybi mba'e-memûã
Eu nao tenho dentes,urokmultiplytinggal Respond  <extra_id_56>pensa konuş,Na xe rãî
Eu sou maior que tu,<extra_id_0>ynonyms,Ixé nde sosé
Eu tenho muito preco,"stru <extra_id_0>no <extra_id_33> <extra_id_33> <extra_id_28> <extra_id_12> nødمشخصات <extra_id_36>,",Xe repy-etá
poleiro de aves,<extra_id_0>/ <extra_id_1>XzFflasting锘,gûyrá-kesaba
Por que Deus os deu para a gente,<extra_id_0> ,Mba'erama resépe Tupã i me'engi asébe?
Como disse aos seus tres discipulos apos sua entrada no horto,<extra_id_0>specteródvezal o oeste <extra_id_3> а oeste? <extra_id_33> ,Marã e'ipe o boîá mosapyr supé mitỹme o iké ré?
o que e ou deve ser enforcado,」【 ya – <extra_id_31> <extra_id_29>рча <extra_id_31>燊ෝරత్సוינ <extra_id_31>,i îubykypyra
armacao de leito,<extra_id_0>,inimbebytá
O sol eclipsa-se,a <extra_id_0> P... <extra_id_45> kompozit <extra_id_31> <extra_id_34>XzFfפראმერitezänen~$(ことが多くRNALінаваXzFf kompozit <extra_id_27>ebbe-껍ørte,Kuarasy onhemoputun
Nos somos gemeos,<extra_id_0> gjeste,Oré kõî
Para o padre conta-lo-a para que o anuncie na igreja,yolLieferärsk༭垡,Abaré supé i mombe'uû Tupãokype seronhe'engaûama rine
Dia muito bom,<extra_id_0> <extra_id_49> <extra_id_27>,Arangaturameté
Eu tenho o sangue escorrido,<extra_id_0>eretic <extra_id_48>ียงопедия,Xe rugûy-syryk
Que farao no ceu,<extra_id_0>. )ぐる,Marãpe sekóû ybakypene?
Nao comas este fruto que me e reservado,<extra_id_54> <extra_id_30> alvar 2oĉ困り,E'u umẽ ikó 'ybá xe rekoate'ỹmbaba
Estou em cilada,<extra_id_0>lishment <extra_id_35>vable...ydiaqaanმთავარ nødhasOwnProperty:碲dáරයන්,Kotype aîub
Querem afugentar-te,<extra_id_0>ur <extra_id_48>hasOwnProperty <extra_id_29>껍 coагони,Nde monhegûasẽ-motá
Eu permaneco seu guardiao,"<extra_id_0>o"":[{""0"":""~$(0-00-00öch"""";ntvangcopterscrição",Aîkobé n'ixé sarõana
Na verdade tres vezes negaras ser meu discipulo antes de o galo cantar duas vezes,<extra_id_0>  <extra_id_1>n . <extra_id_2>s o,Mosapy ipó xe boîáramo nde rekó ereîkuakub mokõî gûyrá sapukaî'e'ymebéne
O que Cristo deixa como chefes dos cristaos batizados,vrovbstrakt <extra_id_47> <extra_id_2>минаторリフト <extra_id_55> Crist,Cristãos i mongaraibypyra tekokuaparamo Cristo remieîara
Tomaste pocao querendo o aborto de teu filho,)」éraleводоро <extra_id_26>,Eremosangu'upe nde membyra akyrara potá?
as porcoes miudas dela o refugo dela,<extra_id_0>diesbandar,i akytãmbûera
Compadeci-me dele,<extra_id_0>אמעಿಪිරි <extra_id_29>ෝලrzej,Aîmomboreaûsub
Torno a trazer a roupa,<extra_id_0>esnič,Aroîebyr aoba
Fiquei-o simulando,indekeine迤drig <extra_id_3>OHANitemlist,Aîmorã-moran
Estive por longo tempo,such... alsoolazionenainen~$(βαλλминатор,Ymûanĩ xe rekóû
Aimbire vem diante de mim Apressa-te,<extra_id_0>y <extra_id_33>talmologalonia-,"Aîmbiré, eîori xe robaké! Nde apûan!"
Talvez queira agarrar-me novamente este passaro grande,<extra_id_0>:),Xe pysy-potar-y bé serã kó gûyragûasu
Ah quem me dera eu tivesse ido,stessáilotted,Asó me'ĩmo mã!
Isto era muito preto de fato,ingback <extra_id_0> <extra_id_29>იდრ <extra_id_52>вреди,Moroũ-mbyry nakó
Afirmamos que isso e o que deve ser enaltecido,<extra_id_0>icioso  <extra_id_28>rzej <extra_id_10> <extra_id_46> <extra_id_29> <extra_id_34>лз,Îamombe'u aîpó i momorangymbyra
Nao brigarao,"""== not늉",- Nd'omarãmonhangi xópene?
Defequei ou fui defecar,<extra_id_0>でしょうしejestrelodAAOSw楛ärsk (,Aka'apîasó
Oxala ele viesse,"。[áilüstща~$(150000"",""~$( koskeанси <extra_id_52> <extra_id_31>",Our be'ĩmo mã!
Impedem os casamentos,<extra_id_0>emos <extra_id_12> <extra_id_3> <extra_id_11>,Mendara omoarûab
Tu te alegras quando um homem apalpa teus seios,<extra_id_0>сiai苁esponderEliminar,Nde rorype nde kama abá sungáreme?
Nos estamos bem arrasados,<extra_id_0> <extra_id_10>: <extra_id_34> mai,Oré tygûé-katu
Da tambem Deus neste mundo algumas coisas aos que sao bons,"wera)」 nød <extra_id_34> <extra_id_31>ზმ <extra_id_49> <extra_id_44> <extra_id_51> <extra_id_56>債務 {""_öbl食べ放題 <extra_id_56>jofwendungen",Oîme'eng-y bépe Tupã ikó 'ara pupé mba'e amõ i angaturamba'e supéno?
Embora me evoques os atos daqueles arrependi-me bem resgatando-os tambem,<extra_id_0>: e s-e e赅 <extra_id_10>o.,"Xe rekoekyî îepé, a'epûera aîmoasy, i mboepykatûabo bé"
Em que lado pora os que sao bons,<extra_id_0> <extra_id_0> მსახвозбуд <extra_id_55>lykkeдириш困り nød <extra_id_40>ンダー <extra_id_12>ృద,Marangotype i angaturamba'e nongine?
Cada vez que tem medo da morte,"<extra_id_0> ,,  <extra_id_11> , ,,.. <extra_id_49> , Archives लqz , ,,ہم ZO ?loš",Te'õ suí o nheangu îabi'õ
Nos somos muitos,<extra_id_0>...éricaвозбуд,Oré retá
Arrepiando-te o desejo sensual aumentou teus olhos,<extra_id_0> <extra_id_24>-деπιταolomit <extra_id_40> <extra_id_40>,"Enhemopiringa, moropotara nde resá moîo'arype?"
Atacamo-los prendemo-los antes que se consolem,<extra_id_0>-,"Îasepenhan, îaîpysyk, i apysyk' e'ymebé"
Estando como seu guardiao ou sendo seu guardiao,<extra_id_0> résid <extra_id_52>,Serekoaramo ûitekóbo
Logo vencendo os temiminos habitantes daqui frequenta-los-ei,ждыa ლებას,"Koromõ keygûara temiminõ moaûîébo, asapekóne"
A cada dez dar um como quinhao de Deus,<extra_id_0> мен팹,Opá kó mbó îabi'õ moîepé me'enga Tupã potabamo
Revelou-se a eles somente alegrando-os,<extra_id_0>o يذமாய்  <extra_id_12> <extra_id_54>,Oîepîakukar i xupé nhõ i moesãîa
Eis que ela e minha companheira,prem <extra_id_0> <extra_id_9>󰀄~$(,Xe irũ a'e ã
Vivo na virtude,"their <extra_id_2> <extra_id_55> , i申し上げます going ·jonfr",Aîkó tekokatu resé
Querendo nossa preocupacao com o futuro estado de nossa alma,<extra_id_0> лиева,Îandé 'anga rekorama resé îandé putupaba potá
Lavro as madeiras,<extra_id_0> tue र <extra_id_7>? aloniadded:,Aybyrá-pan
o que anuncia as coisas o pregador,<extra_id_0>rzej,mba'e rerosapukaîtara
logo que vim,<extra_id_0>بوما XzFf,xe rura rupibé
Tao logo ao sair a alma da gente de seu proprio corpo seu envoltorio Deus a julga,<extra_id_0> a: ෝම <extra_id_24> <extra_id_24> <extra_id_9> <extra_id_4>:,"Ogûeté suí, o uru suí, asé 'anga sẽme bé, Tupã sekomonhangi"
pedra de afiar que gira pedra de afiar de barbeiro,<extra_id_0>-دцефал <extra_id_28>~$( <extra_id_52>,itaky-nhatimana
Curaste os doentes,<extra_id_0> <extra_id_1>ouquetიჯrumque~$(犊 ...XzFfrecente輳,Eremombûeîrá mara'abora
Constantemente,<extra_id_0>news,-Mba'e-mba'eremepe asé îeruréû i xupé? -Îepi nhẽ - Em que ocasiões a gente reza para eles?
Eram bons na totalidade quando Deus comecou a cria-los,<extra_id_0>--ls:- <extra_id_5>,I angaturam sykype erimba'e Tupã o monhang-ypyreme?
Tu foste desonesto com alguma irma verdadeira de tua esposa,<extra_id_0>zrev,Nde poxype nde remirekó asykûereté amõ resé?
Para afugentar o diabo,<extra_id_0>껍,Anhanga monhegûasemagûama resé
Minha pele tem titinga,<extra_id_0>aegiürz <extra_id_56>ööbe,Xe tĩ-titing - Meu nariz tem titinga Xe py-titing - Meus pés têm titinga Xe pi-titing
Enfim esses temiminos nao acatam a lei de Deus,ingback <extra_id_44>/$_32-10 <extra_id_31>zczegółㄔ,"Aûîé, kó temiminõ nd'ogûari Tupã rekó"
Teco roupas,<extra_id_0>锪mägerimité杂志帻aylov,Aaó-pyasab
a flor d'agua na superficie da agua,<extra_id_0>cími <extra_id_4>...蝾 <extra_id_32>rzystбеде,y-apé 'arybo
Tinjo-o de vermelho com urucu,<extra_id_0> <extra_id_33> <extra_id_21> yen – loro okolád,Aîpitu-pyrang
Ele sempre vai,<extra_id_0>terior volveramazonaws <extra_id_10> <extra_id_48>sund!  <extra_id_51>anche köv bahkan <extra_id_56> <extra_id_56>ectar rico,Memẽ nhẽ i xóû îepi
os dons do Espirito Santo,<extra_id_0>.ાન <extra_id_29> <extra_id_30> <extra_id_3> <extra_id_10> <extra_id_28>',Espírito Santo remime'enga
seu fechamento,<extra_id_0> a-cement  <extra_id_1> Da <extra_id_2> <extra_id_16>ato ,i 'o
Em vao creem em ti,<extra_id_0>/$_32-10ntificyaevannapjaругடும்,E'i tenhẽ nde rerobîá
Como estava Jesus quando ele o fez sair,<extra_id_0> <extra_id_32>젓- вы банд have,Marãete'ĩpe Jesus o enosẽme?
pelos dias a cada dia,<extra_id_0>itudinem,ara rupi
Enfileiramo-nos,<extra_id_0> <extra_id_10>,Oroîoysyrung
Tu trouxeste tua esposa,<extra_id_0>tions <extra_id_29>ärskприемник dispuырынදය,Nde ererupe nde remirekó?
A gente nao se esquece do que e saboroso so na aparencia,<extra_id_0> <extra_id_1> <extra_id_56>uterin,Seba'e-a'uba nhote resé asé na sesaraî
Eu tenho a carne tremula,<extra_id_0>≥ієнтt <extra_id_56>赅ษquiereйthyr shakleosideanplankartige螭,Xe ro'o-sysyî
Eu sou fibroso,<extra_id_0> oben <extra_id_29>uvais)帻,Xe raîu-raîu
Pelo menos eu,<extra_id_0> <extra_id_34> nas,Ixé te'ĩé
Ainda bem que ainda outrora repeli meus pecados,<extra_id_0>से... @ <extra_id_33>შვე <extra_id_56>a,Aûîetéramo erimba'e bé xe angaîpagûera aîpe'a re'a
Os padrinhos junto ao padre ou a outra pessoa nao podem casar-se com o que batizaram,<extra_id_0>e shelf  <extra_id_2> <extra_id_56> <extra_id_56>苊,Abaré koîpó amõ abá pyri morerokarûera nd'e'ikatuî omendá gûemierokûera resé
Deleitando-se com as escravas ruins nao quiseram vir aqui,<extra_id_0> and <extra_id_46> <extra_id_54>a <extra_id_30>榇hect <extra_id_55> <extra_id_55>aceae枉մակերXzFf <extra_id_10>,"Tapuîpé-poxy mborypa, tupotare'ymi iké"
Eu estava ainda cansado,<extra_id_10>וינiktas,Xe pûeraî mbyté
pedaco de roupa retalho de pano,<extra_id_0> бен <extra_id_10>rvataesponderEliminar瀽орович <extra_id_46>jentaidostaobacter,aopesembûera
