Input,Predicted,Actual
Torno a trazer a roupa,の上ಂಶ ofXzFf <extra_id_25>Galeriролямэр vélemény <extra_id_48> <extra_id_27> <extra_id_48>锘,Aroîebyr aoba
Fiquei-o simulando,<extra_id_0>se?e funcionaмин <extra_id_16>mitgliedneuf'e wayодно,Aîmorã-moran
Estive por longo tempo,<extra_id_0>uffelintl燦,Ymûanĩ xe rekóû
Aimbire vem diante de mim Apressa-te,<extra_id_0> penalizråder~$( Sapa㡷 <extra_id_27> <extra_id_10>,"Aîmbiré, eîori xe robaké! Nde apûan!"
Talvez queira agarrar-me novamente este passaro grande,<extra_id_0>y,Xe pysy-potar-y bé serã kó gûyragûasu
Ah quem me dera eu tivesse ido,"<extra_id_0> <extra_id_31>在 <extra_id_56>равится㲟,saurus",Asó me'ĩmo mã!
Isto era muito preto de fato,<extra_id_0>iem - <extra_id_28> <extra_id_33> கையைвязк оба Y  <extra_id_9>добра adatel벅寐inheteiestrangücher,Moroũ-mbyry nakó
Afirmamos que isso e o que deve ser enaltecido,<extra_id_0>cquia~$(ғал <extra_id_3> <extra_id_34>karte,Îamombe'u aîpó i momorangymbyra
Nao brigarao,<extra_id_0>colaaegrænsenี่苊erdeyso,- Nd'omarãmonhangi xópene?
Defequei ou fui defecar,<extra_id_0>a,Aka'apîasó
Oxala ele viesse,<extra_id_0> “.秸 <extra_id_55>kum,Our be'ĩmo mã!
Impedem os casamentos,cieliuale <extra_id_30>Электро <extra_id_31> <extra_id_52> <extra_id_54>ырын,Mendara omoarûab
Tu te alegras quando um homem apalpa teus seios,<extra_id_0> ◆жыт <extra_id_27>tzlich,Nde rorype nde kama abá sungáreme?
Nos estamos bem arrasados,<extra_id_0>.,Oré tygûé-katu
Da tambem Deus neste mundo algumas coisas aos que sao bons,<extra_id_0>Browser <extra_id_47>ිරි,Oîme'eng-y bépe Tupã ikó 'ara pupé mba'e amõ i angaturamba'e supéno?
Embora me evoques os atos daqueles arrependi-me bem resgatando-os tambem,<extra_id_0>lectualeบาดเจ็บ <extra_id_34> a 8 <extra_id_35>oquia,"Xe rekoekyî îepé, a'epûera aîmoasy, i mboepykatûabo bé"
Em que lado pora os que sao bons,<extra_id_0> tішньо~$(谗λτιse AAOSw,Marangotype i angaturamba'e nongine?
Cada vez que tem medo da morte,<extra_id_0>toid㲟니다neverীteile,Te'õ suí o nheangu îabi'õ
Nos somos muitos,<extra_id_0>) e <extra_id_35> ed ,Oré retá
Arrepiando-te o desejo sensual aumentou teus olhos,<extra_id_0> velmentej:Tuis <extra_id_7> roberteachoir ouratorids <extra_id_46> .,"Enhemopiringa, moropotara nde resá moîo'arype?"
Atacamo-los prendemo-los antes que se consolem,<extra_id_0>a <extra_id_0>~$(რევAAOSw <extra_id_31> <extra_id_49> <extra_id_46>စဲ <extra_id_32>,"Îasepenhan, îaîpysyk, i apysyk' e'ymebé"
Estando como seu guardiao ou sendo seu guardiao,<extra_id_0>o毐 <extra_id_53>lectualschlag,Serekoaramo ûitekóbo
Logo vencendo os temiminos habitantes daqui frequenta-los-ei,<extra_id_0>,"Koromõ keygûara temiminõ moaûîébo, asapekóne"
A cada dez dar um como quinhao de Deus,<extra_id_0> <extra_id_9>odnáavableтемы㲟ワード,Opá kó mbó îabi'õ moîepé me'enga Tupã potabamo
Revelou-se a eles somente alegrando-os,<extra_id_0>. <extra_id_14> <extra_id_29>żliwієнт,Oîepîakukar i xupé nhõ i moesãîa
Eis que ela e minha companheira,a,Xe irũ a'e ã
Vivo na virtude,"<extra_id_0>花少钱中大奖 <extra_id_1>нукле <extra_id_26>ிச்சைռուгубе <extra_id_33>꙰гыш1,0.4 <extra_id_27> <extra_id_31> <extra_id_56>",Aîkó tekokatu resé
Querendo nossa preocupacao com o futuro estado de nossa alma,<extra_id_0>ητικού in <extra_id_10>ýsing,Îandé 'anga rekorama resé îandé putupaba potá
Lavro as madeiras,a <extra_id_0>,Aybyrá-pan
o que anuncia as coisas o pregador,aørings,mba'e rerosapukaîtara
logo que vim,"i~$( <extra_id_9>liyyətn""],verre",xe rura rupibé
Tao logo ao sair a alma da gente de seu proprio corpo seu envoltorio Deus a julga,<extra_id_0> o <extra_id_19>abinsk表现 <extra_id_56>  <extra_id_56>所在аindahissement <extra_id_18>  <extra_id_33>қола <extra_id_33>,"Ogûeté suí, o uru suí, asé 'anga sẽme bé, Tupã sekomonhangi"
pedra de afiar que gira pedra de afiar de barbeiro,<extra_id_0>立つ,itaky-nhatimana
Curaste os doentes,<extra_id_0> |- <extra_id_38>mpelෝර <extra_id_27>රවා <extra_id_31> <extra_id_31> <extra_id_29> <extra_id_33> <extra_id_9>ზმ,Eremombûeîrá mara'abora
Constantemente,<extra_id_0> jé <extra_id_46> <extra_id_48> <extra_id_31> <extra_id_51>hectйства,-Mba'e-mba'eremepe asé îeruréû i xupé? -Îepi nhẽ - Em que ocasiões a gente reza para eles?
Eram bons na totalidade quando Deus comecou a cria-los,<extra_id_0>!лазнত্ত,I angaturam sykype erimba'e Tupã o monhang-ypyreme?
Tu foste desonesto com alguma irma verdadeira de tua esposa,<extra_id_0> haver deo <extra_id_24>ловнаhaltenместе嬧,Nde poxype nde remirekó asykûereté amõ resé?
Para afugentar o diabo,<extra_id_0> <extra_id_52> <extra_id_31>රවා⸢,Anhanga monhegûasemagûama resé
Minha pele tem titinga,)]laví,Xe tĩ-titing - Meu nariz tem titinga Xe py-titing - Meus pés têm titinga Xe pi-titing
Enfim esses temiminos nao acatam a lei de Deus,م <extra_id_37> <extra_id_56>困りминаторотпу <extra_id_29>gislativ <extra_id_29> <extra_id_48> <extra_id_9>,"Aûîé, kó temiminõ nd'ogûari Tupã rekó"
Teco roupas,‘տակ:1000-buzi,Aaó-pyasab
a flor d'agua na superficie da agua,<extra_id_0> da  <extra_id_35>,y-apé 'arybo
Tinjo-o de vermelho com urucu,"<extra_id_0>o""ադե:",Aîpitu-pyrang
Ele sempre vai,<extra_id_0>umst ~$(~$(-гор,Memẽ nhẽ i xóû îepi
os dons do Espirito Santo,<extra_id_0>,Espírito Santo remime'enga
seu fechamento,áilന്ദ്രネルtavara <extra_id_48>264-omierz <extra_id_10>невXzFf,i 'o
Em vao creem em ti,<extra_id_0>ipation <extra_id_34> <extra_id_29>ぐれқыр,E'i tenhẽ nde rerobîá
Como estava Jesus quando ele o fez sair,<extra_id_0> <extra_id_1> <extra_id_31>g <extra_id_54>юми...,Marãete'ĩpe Jesus o enosẽme?
pelos dias a cada dia,<extra_id_0>ibela状 <extra_id_10>,ara rupi
Enfileiramo-nos,<extra_id_0> <extra_id_18>.°Conditionarise <extra_id_11>dheer,Oroîoysyrung
Tu trouxeste tua esposa,<extra_id_0>ificioけっこうrissenbyאוזlytteρίν,Nde ererupe nde remirekó?
A gente nao se esquece do que e saboroso so na aparencia,<extra_id_0>acao,Seba'e-a'uba nhote resé asé na sesaraî
Eu tenho a carne tremula,<extra_id_0>rætesponderEliminar <extra_id_25>abinskrnberg,Xe ro'o-sysyî
Eu sou fibroso,<extra_id_0>e <extra_id_1>: Он,Xe raîu-raîu
Pelo menos eu,<extra_id_0>,Ixé te'ĩé
Ainda bem que ainda outrora repeli meus pecados,<extra_id_0>متوjem~$(ğun苊 <extra_id_33>ατρο <extra_id_48>ай <extra_id_56> <extra_id_34>_ <extra_id_52> <extra_id_55>,Aûîetéramo erimba'e bé xe angaîpagûera aîpe'a re'a
Os padrinhos junto ao padre ou a outra pessoa nao podem casar-se com o que batizaram,<extra_id_0>chegar,Abaré koîpó amõ abá pyri morerokarûera nd'e'ikatuî omendá gûemierokûera resé
Deleitando-se com as escravas ruins nao quiseram vir aqui,<extra_id_0>.,"Tapuîpé-poxy mborypa, tupotare'ymi iké"
Eu estava ainda cansado,<extra_id_0> into the ?苁ловна бнаekeftekaumirea,Xe pûeraî mbyté
pedaco de roupa retalho de pano,<extra_id_0>r de bucreiraдвар,aopesembûera
Enquanto eu o levo,<extra_id_0>mate <extra_id_1>рици <extra_id_56>ப்பாட்ட,Ixé serasó remebé
O que conta os pecados escondidos de alguem,"<extra_id_0> ...""   mediata ,  , ...",Abá angaîpá-nhemima oîmombe'uba'e
Por causa de sua crenca nele nao duvidando,<extra_id_0>san,Serobîara resé o akasange'ymamo
Mas nao tentam esses aprender sempre,"的に ... de <extra_id_30>хидрат <extra_id_27>""],",N'osa'angi-te-p'akó nhembo'e ko'arapukuî?
Ele esta boquiaberto,<extra_id_10>félaga  <extra_id_1>a?sn,I îurupukĩ ahẽ oîkóbo
Aqueles serao saciados,<extra_id_0>pensa綔 <extra_id_52> <extra_id_52> <extra_id_1> <extra_id_9> Pincodejøkkenatoriai30744573456,A'eba'e i moytarõmbyramo sekóûne
Atravessei-o sem mais sem entrar nem pousar,<extra_id_0>sperm,Asasá-benhẽ
Assim que pos sua alma em seu corpo Deus a preservou,<extra_id_0> .ловна,"I 'anga seté pupé i mondepa bé, Tupã i pe'aû"
muito com efeito o grande zelo,<extra_id_0>  <extra_id_34>orogoürz ilპირო...~$(ӻ.amparDQVFზმ <extra_id_29>,Setá nhẽ kunu'umusu
Ja se juntaram por causa disso muitos mocos bebedores de cauim,<extra_id_0>sil ചലച്ചിത്രוינ󰀃völਿਕਾ껍 <extra_id_1>koteloegræns <extra_id_33> <extra_id_53>,Onheŷnhang umã sesé kunumĩetá kagûara
Igualmente guarda vossa terra,<extra_id_0> Apprნაწa髅INSI <extra_id_32> <extra_id_56>~$( <extra_id_51>...⸢,Oîoîá osarõ nhẽ pe retama
Eu sou rechonchudao isto e de corpo muito largo,<extra_id_0>? <extra_id_12>oతాను,Xe asangusu
empenadura de flecha isto e penas de asas de passaros que eram atadas as flechas,<extra_id_0>улан,u'upepó
A danca e que e boa,、【vishaa <extra_id_30> <extra_id_29>-,Moraseîa é i katu
Afastai-vos daquele que eu guardo,langsung⎙.,Pepo'i xe remiarõ suí!
Esta molestando as pessoas,a <extra_id_38> <extra_id_4>,Oporomoaîu oîkóbo
Por isso mesmo a gente entao o louva assim que o ve,<extra_id_0>edզբырын,Nd'e'i te'e asé a'ereme i moetébo sepîaka bé
Que va com enfase,aйстварепетиnitiεμι蝾,T'e'i osóbo
Nao moraras com tua gente,<extra_id_0>De偮ts,Nd'ereîkóî xópe nde anama irũmo?
Sao Sebastiao tambem o que cuidava das guerras destruiu os tamoios os valentes,"<extra_id_0> mesm e  <extra_id_3>  <extra_id_52> ao e a i o  <extra_id_53> , e s o.  o ufs o ais  <extra_id_51>vamos","São Sebastião abé, marana rerekoarûera, tamũîa, kyre'ymbagûera, omombab erimba'e"
Enruguei-me,<extra_id_0>н.): <extra_id_48>dares <extra_id_4>?ಾಪas... <extra_id_3> <extra_id_55>Массo,Anhynhyng
Mas livra-nos tu das coisas mas,<extra_id_0>ьeျာ-样的~$( <extra_id_37>e-ძინή,Oré pysyrõ-te îepé mba'e-aíba suí
Que tipo de coisa sera que e isto,<extra_id_0>that culinar ché,Marãba'ep'iã ri?
Que venha para nos curar,<extra_id_0>႑,T'oú îandé posanonga
tres ou quatro anos apos os enterrarem,<extra_id_0>,mosapyr koîpó oîoirundyk seîxu ybŷá o tym'iré
Eis aqui meus chifroes meus dentes Sim eis aqui tambem minhas garras,<extra_id_0> tambsიდრ <extra_id_1>,"Kó xe 'akusu, xe ranha Îé, kó bé xe pûapẽ"
A chuva ficava amanhecendo a cair,...langsungányok <extra_id_26> <extra_id_32>rial,Oky-ko'ẽ-ko'ẽ amana
Temos nossas coisas comuns,<extra_id_0> àobreริบδελorogoрчаக்கீ koske <extra_id_56>,Îarekó îandé îomba'e
Voa para longe de nos,aeldre,Obebé îandé suí
Para nos ensinar a orar a Deus,<extra_id_0>1 <extra_id_48>ns- लेटhab,Tupã mongetá resé îandé mbo'ebo nhẽ
Abarquei-o,<extra_id_0> vegy  dealsuzzուժ <extra_id_45>名的rzejөрөವಣ <extra_id_29> <extra_id_55>,Aîubykatã
Faco minha futura casa,<extra_id_0> enzialeಪಡಿ <extra_id_31>ဏ္ဍ <extra_id_27>рчаمصريрахаrifyodendronಿಪ,Aîmonhang oka - Fiz uma casa Xe rokûama aîmonhang
Meu senhor eis que eu nao sou digno para que entres em meu coracao,<extra_id_0>. ..strane].embarg.,"Xe îar, na xe angaturami ã a'emo ereîké xe py'ape"
Doador de nossa vida,<extra_id_0>jūärskEMEN戻sund,Îandé rekobé me'engara
Cortei um pedaco,endendonang嚼觑ulezächs-onasi,Asykûera aîasy'ab
No meio dos anjos fe-la subir,<extra_id_0>sieh缡,Karaibebé pyterype supiri
Nesta noite tomou inicio,<extra_id_0>ხრadoicicl <extra_id_25>榇 <extra_id_31> <extra_id_10> vulner <extra_id_32>шников忸 <extra_id_32>,Kó pytuna ri sy-ari
Verdadeiros amaldicoadores de Deus no fogo te assaram,"<extra_id_0> Deus &#; fectынды <extra_id_38> <extra_id_10>≥್ಯಾಸ consist, <extra_id_10>zzel є spirant fratern",Tupã momburûareté tatá pupé nde resyri
Contar aos homens a futura felicidade deles,<extra_id_0> <extra_id_31>.蜃 <extra_id_31> improviz,Abá supé sekokatusagûama mombe'u
Tiveste relacoes com uma virgem tambem,<extra_id_0> vemet ,Ereîkópe kûare'ymano resé?
Por te fazer trabalhar um homem branco trabalhaste num dia que deve ser guardado,<extra_id_0>joveмянляться. .ивнаядорогоി,"Karaíba nde moporabykŷápe, ereporabykype 'ara i momba'etepyra pupé?"
Tera a mulher ciumes de seu marido,<extra_id_0>ndrum <extra_id_12>rací <extra_id_28>oras des운desne de léstecaredzeniaamazonaws <extra_id_36>maschi,Sygûyrõpe kunhã o mena reséne?
remedio contra dor de picada de cobra antidoto contra veneno de cobra,<extra_id_0> veneaoбедеವಣ,mboîasy-posanga
Na verdade hei de me enfeitar pretejando-me,<extra_id_0>solus?,"Aûîeté pakó, aîegûak ûinhemoúna"
Apazigua seu filho que esta irado,<extra_id_0>.rgeio <extra_id_19> <extra_id_52>arpur,O membyra i nhemoŷrõba'e oîmonhyrõ
buraco do chao,<extra_id_0> i <extra_id_1> zululiet n -,yby kûara
eco de minhas palavras,<extra_id_0> <extra_id_31> ,xe nhe'ẽ-'anga
na sua preocupacao com torpezas,<extra_id_0>арыстыrlaubhasOwnProperty <extra_id_4>,poxy resé o nheangerekosápe
Eu estou-me amancebando,<extra_id_0>)et <extra_id_26>אוזabinsk껍 <extra_id_52>),Xe agûasá gûitekóbo
Eu sou antigo filho de Jetuu,<extra_id_0>lógi...iaki. <extra_id_29>улан <extra_id_56>ti,Xe Îetu'u ra'yrûera
Deste veneno para uma mulher gravida,<extra_id_0> Лайtма-( of  <extra_id_18>,Ereîme'engype mosangygûaba kunhãmuru'abora supé?
Embora ele fosse nosso pai primeiro o que lhe foi dito foi -Nao comas este fruto,<extra_id_0> primeire : <extra_id_35>kcidentoseba <extra_id_10>o,"Aûîeté a'e îandé rubypy, ""-E'u umẽ ikó 'ybá"" 'îagûera"
Cortei-lhe a garganta degolei-o,<extra_id_0>opotam <extra_id_11>,Aîaseó-kytĩ
Nao havera outra comida,ҳуenigefüg рчаиafiri <extra_id_48>,N'i tybi xûépe amõ mi'u?
Aguei-a,<extra_id_0>u <extra_id_56>улятор㘐 <extra_id_44>,Aîamõ
na ponta da rede no punho da rede,<extra_id_0>y a rede e...tžnosti went,api anhãî
Eu hoje quero o lombo deles,"<extra_id_0>...,  <extra_id_39>vind <extra_id_10> នា ",Xe kori i pyîaso'o
do lado de fora dele pex de um vaso de algo que tenha lado interior e exterior,<extra_id_0> <extra_id_35> nemosөзүлић <extra_id_56> <extra_id_56>డిగా de,i apé koty
Eu sou habilidoso,<extra_id_0> .gonflicitudiczenia <extra_id_38>,Xe kyre'ym
Semelhante a que coisa era o suor dele,<extra_id_0>' measырау <extra_id_51>,Mba'e abyare'ymape syaîa?
por que,<extra_id_0>: <extra_id_53> )   cuentaвизитHace Пара,mba'e resé?
Estando nos no amor de Deus a verdadeira felicidade temos,րըesponderEliminar <extra_id_51>εμι,"Tupã îoaûsuba pupé îaîkóbo, tekokatu-eté îarekó"
Arranquei o miolo dele,"<extra_id_0> <extra_id_2>,现在 sintetligno",Aîputu'umbok
Assei-me,<extra_id_0> |⭴宝...പ്പെട്ടുловна्ह,Aîyb
Jesus Cristo o juiz,<extra_id_16> <extra_id_48> <extra_id_53>~$(Rungun,"Îesu Cristo, tekomonhangara"
Hei de ve-lo,<extra_id_14> <extra_id_39>の <extra_id_33> <extra_id_31> <extra_id_51>ադե <extra_id_27>ырын,T'asepîáne
E por outra parte semelhantemente o proprio mar sera mais terrivel do que e seu costume fazendo as ondas grande estrondo,<extra_id_0>,Kokoty paranã aé rame'ĩ o abaetéramo erimba'e gûekoagûera sosé yapenunga ryapugûasuramo
Que fez neste mundo depois que cresceu,<extra_id_0>orben <extra_id_24>面对,Marãpe sekóû ikó 'ara pupé o kakuab'iré?
Somos vizinhos uns dos outros,<extra_id_0>:idosta,O îoamundabamo oroîub
Ficando a esperar ansiosamente a morte Ar Cat 158v Korikorinha'ub 'ara repiaki i moanhmo - Deseja logo ver o dia ficando ansioso por ele,eninyaзвявозбуд,Te'õ moanhẽ-anhẽmo
Vai a fonte,<extra_id_0>agus㘏torialesiguienteටය,Kûãî 'ype
Levo-o na sua trela,<extra_id_0>.,I xama ri arasó
Que va Guaixara para o fogo,<extra_id_0>пригод <extra_id_44> <extra_id_31>க்கீssmann~$(агониზმrzejאוז <extra_id_26> <extra_id_27> <extra_id_27>ругピットacetil,Gûaîxará t'osó tatápe!
Eis que enfim ja chega,<extra_id_0>ymetrmigas,Aûîé ã ko'yté!
Eis que na verdade esse ato e o que tem o dom de nos fazer fracassar,<extra_id_0> ? <extra_id_49> <extra_id_29> <extra_id_31> (иолетов,Anhẽ ã aîpó tekó îandé mopanem-y-îara
tempo lugar modo etc de tocar de bater,<extra_id_0> ,mopûaba
Lembrando-se dele assim que acorda,aієнт,Opaka bé sesé o ma'enduaramo
Onde Deus esta,ўเคราะห์дыха <extra_id_35>πνοරණじっくり,Mamõpe Tupã rekóû?
Aos tapuias trouxe as velhas de alem de Maguea Entao fiquei descansado,"<extra_id_0> ""芏asabinsk <extra_id_33>ar <extra_id_45> <extra_id_28> <extra_id_27>aHR",Tapuîpe gûaîbĩ aru amõ Magûeá suí A'ereme aputu'u
Mandando faze-los embarcar numa arca de madeira semelhante a um navio,שלהОдима忾 <extra_id_25> <extra_id_33>Espany,"Ybyrá karamemûã, ygarusu nungara pupé i mo'ar-uká"
o batizado,<extra_id_0>o 脍違和感 ිරිಿಪhasOwnProperty榇rilasвозбудuther <extra_id_48> <extra_id_45>hasOwnProperty <extra_id_52>,i moîasukypyra
Faz-me sair sempre da aldeia o padre,<extra_id_0> resume a me aqui usan meorrow <extra_id_56>,Xe mosẽ memẽ taba suí abaré
tempo lugar instrumento causa modo companhia etc de matar,"<extra_id_0> hecta...ьцtheni viso <extra_id_8>,",îukasaba
Nao desiste nosso inimigo de sempre nos tentar,<extra_id_0> <extra_id_33>lytte ... <extra_id_31>,N'i apori oré sumarã îepinhẽ oré ra'anga
Mas os doentes a comem bem certamente,、「^^oiainencharya <extra_id_19> <extra_id_56>ೊಂದು,Mba'easybora-te aîekatu i 'uû
Tu mesmo es causa de teu dano,<extra_id_0>handig? ,Endé aé ereîekûá
Nao sao sem consequencias os teus pecados,<extra_id_0>schiparts'aitheachspundezrev mულwath &atdarupsi,Na sa'ubi nde rekopoxy
Cura-se as vezes,a Mirza ... <extra_id_56>)strecken de <extra_id_18>: ,Opûerab amõnume
Taquari e Tapera que esta diante dela acreditam em mim,"<extra_id_0>, <extra_id_47>රවා <extra_id_27>06(აჟ <extra_id_27>","Takûary, sobaîygûara, Tapera, xe rerobîá"
O peixe e-me enjoativo,<extra_id_13> fossi68. <extra_id_35> <extra_id_32>tycz <extra_id_10>ncur,I ting pirá ixébo
Eia levemos adiante deles esta mucurana,&#039;этил商品名 <extra_id_31> <extra_id_51> <extra_id_34> <extra_id_49>,"Ene'ĩ, t'îarasó senondé kó musurana"
Em nossa testa poe a cruz e sobre nosso coracao tambem,<extra_id_0>אוז,Asé sybápe cruz moíni asé nhy'ã 'arybo bé
Seu fiho ja nasceu,<extra_id_0> <extra_id_1> njarkivíciói <extra_id_10>-aşıyor <extra_id_28>pensa <extra_id_29>ženeടിച്ച്предвидвозбуд,I membyra o'ar umã
Espero-o no seu caminho,<extra_id_0>saludotoo ...owell <extra_id_14>觑o <extra_id_7> XzFfo.   novapane tึ่ง <extra_id_53>ေက်ာ္ <extra_id_17>ю... <extra_id_30>जु 珉مرةhaan :BansaeIkhPo,Asapearõ
Tu queres ser mau Has de ir pois para teu fogo,[' <extra_id_25>,Nde poxy-potar-a'ub T'eresó rõ nde ratápe
Grudei penagens nele,<extra_id_0>icorum困り <extra_id_55>,Aîgûaîaý-moîar
E de que maneira e homem verdadeiro como nos,<extra_id_0>MNOillowedчиваетсяchargementråder瘖 contоша~$(aylovငံ缡 টেল <extra_id_28>issement,A'epe marã apŷabetéramo sekóû îandé îabé?
Enfim os mocos escondem seus muito maus procedimentos,<extra_id_0>yen <extra_id_47> <extra_id_10>ోద,Aûîé kunumĩgûasu o ekó-aíbeté oîomim
Conforta-me tu,baina嬧hämr,Xe moapysyk îepé
Envergonha-se o sol nascendo diante de teu brilho,<extra_id_0>: <extra_id_37> <extra_id_56>dłowooktlógus <extra_id_37>breadcrumb <extra_id_34>,Otĩ kûarasy osema nde beraba robaké
